names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-74_T1w,2.6489,2.5848,2.9467,2.7094,2.7902,2.8313,2.1490,2.4963,3.0402,3.1865,2.7863,3.1144,3.2857,3.1271,3.4708,3.3512,3.1043,3.1314,3.2097,3.5150,2.8881,3.2189,2.1597,2.1210,3.1384,3.0886,3.0926,3.1070,2.9749,2.9730,3.0692,3.0147,3.3955,3.3309,4.4105,3.9517,4.7639,4.0397,2.8385,2.7944,2.3627,2.3958,2.8935,2.9359,2.0722,2.1763,3.4210,3.2901,3.2259,3.1479,2.9098,2.9219,3.1051,2.9822,2.6017,2.6097,1.8800,2.1175,2.6727,2.8481,2.8475,2.9138,2.7845,2.5742,2.7271,2.6169,2.9603,2.9384,3.3778,3.5338,4.0632,3.6249,2.9217,2.9402,3.0942,2.9297,3.3122,3.2890,2.4177,2.7109,3.4580,2.8684,2.8917,3.2344,NaN,NaN,2.0471,2.0640,3.5234,3.1138,2.1576,2.0354,2.0563,2.1711,2.6194,2.6908,3.2155,3.2603,3.5216,3.4905,3.3474,3.2445,3.0191,2.7197,2.3459,2.4689,2.8294,2.8017,3.0275,2.8261,2.9766,3.0431,2.8450,2.6067,2.5563,2.3714,2.1053,2.2879,2.3894,2.2101,2.2678,2.7662,2.6904,2.6053,2.9489,2.4553,2.9712,2.8414,2.6591,2.3507,3.2669,3.2360,2.6418,2.4420,1.8940,2.1240,2.5239,2.3568,3.0400,2.9353,3.0118,2.9407,2.7138,2.8689,2.7907,2.6953,2.4414,2.3780,2.7273,2.8161,3.0104,3.0136
sub-76_T1w,2.2306,2.3604,2.7630,2.9283,2.6250,2.8092,2.6499,2.6591,3.2556,3.0667,3.0678,2.9195,2.9409,3.2407,3.0439,3.1126,3.0447,2.9696,3.1579,3.3034,2.9518,3.1496,2.2788,2.3699,3.4558,3.2991,3.2575,2.8266,3.1226,3.0973,3.2803,3.3055,3.4204,3.4442,4.5693,4.1341,4.7229,4.7029,2.6371,2.7896,2.2148,2.2469,3.0738,2.7952,2.4173,2.5710,3.3757,3.6371,3.2039,3.2301,2.8107,2.8259,3.0919,3.0288,2.5828,2.6693,2.3464,2.4677,3.2527,3.0696,2.8483,2.9691,2.7822,2.5650,3.0320,3.2277,3.3220,3.1875,3.4936,3.5926,3.7948,3.6201,3.1609,2.9186,3.0100,3.0668,3.3386,3.4258,2.6717,3.1107,3.1122,3.0156,2.8415,2.8013,NaN,NaN,2.0799,2.1678,3.6119,3.3436,2.3850,2.4454,2.3483,2.2073,2.5765,2.7737,3.4800,3.4362,3.8030,3.3396,3.2792,3.4577,2.9652,2.9005,1.8648,2.2128,2.6028,2.6636,2.8402,2.6093,3.1672,3.0667,2.3676,2.4589,2.3556,2.5361,2.0619,2.0748,2.2496,2.2480,2.3068,2.3410,2.4354,2.5615,2.4905,2.4452,2.8395,2.8735,2.2140,2.3632,3.1961,3.3676,2.4530,2.3308,2.2569,1.8717,2.4805,2.4230,2.8714,2.8008,2.9076,2.7207,3.0897,2.8644,2.5596,2.6129,2.7608,2.8082,2.6607,2.9323,3.2370,3.1040
sub-77_T1w,2.3591,2.4164,2.8023,2.6403,2.4249,2.3510,2.5479,2.4139,2.7175,2.7142,2.7196,2.9591,3.2655,3.2517,3.1363,3.4543,3.1152,3.1982,3.3563,3.3440,2.8489,3.0286,2.1594,2.1721,3.1834,3.2750,3.0816,2.8291,2.9426,2.9558,3.0577,2.9969,3.3064,3.3359,4.5148,4.5779,5.2299,4.5985,2.6638,2.7283,2.3831,2.4431,2.9432,2.7269,2.4063,2.3908,3.6437,3.7048,3.4638,3.1574,2.8884,2.9792,2.9713,2.9434,2.5739,2.6916,2.1808,2.2000,3.2063,3.2224,2.6714,2.7892,2.8551,2.8736,4.1422,3.1754,2.6522,2.6858,3.0549,3.0147,3.6321,3.5397,2.9559,2.8204,2.9470,2.9512,3.4461,3.2473,2.7695,2.7442,2.9827,3.0510,2.6474,2.8230,NaN,NaN,2.0966,2.0606,3.6297,2.9678,2.3000,2.3383,2.1393,2.1188,2.5737,2.6279,3.9468,3.1741,3.6105,3.1708,3.2496,3.3749,2.7707,2.6984,2.5547,2.4496,2.7164,2.7330,2.7900,2.8094,2.9045,2.9265,2.7975,2.6514,2.5404,2.4434,2.1994,2.2186,2.4289,2.4118,2.2330,2.5738,2.8859,2.4732,2.5775,2.5796,2.7243,2.8334,2.6795,2.5749,3.3976,3.0348,2.6072,2.4856,1.8535,2.0163,2.4657,2.4438,3.0455,2.9797,2.9904,2.9159,2.9398,2.6809,2.6379,2.7462,2.8402,2.7531,2.6631,2.8087,2.2335,2.4349
sub-78_T1w,2.5012,2.5298,2.7615,3.0034,2.7341,2.8569,2.3941,2.1158,3.0459,2.8597,2.8484,2.9594,3.1831,2.9789,3.1910,3.1054,3.0461,3.1240,3.4084,3.7129,2.8881,3.0463,2.1599,2.2014,3.3231,3.1795,3.5129,3.3910,3.1172,3.1415,3.0899,3.1033,3.3195,3.4905,4.4395,3.6788,4.4921,4.3189,2.8111,2.6494,2.2618,2.2085,2.8270,2.7496,2.3805,2.2961,3.0344,3.6927,3.4694,3.4611,2.9826,2.8220,3.0391,3.0097,2.5197,2.5875,2.0396,2.1485,2.9113,2.8272,2.8353,2.7417,2.6906,2.7351,3.3837,2.8197,2.9084,2.8064,3.5017,3.2850,4.0035,3.8043,2.9746,2.7894,3.0745,2.9213,3.3424,3.2951,2.8557,3.0926,2.9720,2.7299,2.6859,2.8754,NaN,NaN,1.8986,1.9886,3.5614,3.5821,2.1369,2.1563,1.9333,1.8721,2.5112,2.3695,3.6380,3.4730,3.6963,3.5756,3.2415,3.2079,3.3643,2.8135,2.2176,2.1858,2.6216,2.5187,2.7387,2.8643,2.9910,2.8576,2.5864,2.8213,2.2397,2.4639,2.3518,2.4376,2.1455,2.1039,2.4596,2.5848,2.8190,2.3593,2.6039,2.7371,2.6551,2.6556,2.5638,2.5134,3.2627,3.0694,2.3907,2.4752,2.0689,1.8959,2.1786,2.3903,2.7928,2.9402,3.0727,2.8180,3.2248,2.3609,2.8784,2.7261,2.4896,2.5267,2.8026,2.8772,2.7444,2.8612
sub-79_T1w,2.5759,2.6684,2.9971,2.7873,2.7836,2.6144,2.5129,2.8181,3.0612,3.3044,2.9728,3.1785,3.1251,3.2071,2.9595,3.3139,3.0306,3.0071,3.7852,3.3985,3.2364,2.8857,2.3716,2.4457,3.4898,3.2221,3.2309,3.2135,3.0185,3.1735,3.1402,3.0990,3.4264,3.3466,4.1409,4.0787,4.8009,4.5607,2.9449,3.0915,2.6940,2.6875,3.0558,3.1390,2.4778,2.7215,3.7790,3.5434,3.0491,3.0517,2.8306,2.9161,3.0537,3.0428,2.8060,2.7519,2.5223,2.6975,3.2092,3.1949,2.8352,3.1364,2.9785,2.6404,2.5335,2.6592,2.9955,3.2529,3.4220,3.5897,3.5643,3.4436,2.9897,3.0724,3.0599,3.1078,3.3147,3.2557,2.9290,3.0887,3.4593,3.4288,2.7491,3.0387,NaN,NaN,2.3532,2.3182,3.9344,3.5987,2.4031,2.3691,2.3494,2.3809,3.0544,2.8614,3.5890,3.2159,3.8313,3.5527,3.5062,3.3520,3.2216,3.1830,2.3931,2.4902,2.6269,2.6740,2.6819,2.7191,3.0768,2.9750,2.3412,2.8489,2.6043,2.6902,2.2957,2.5230,2.3680,2.6081,2.5393,2.6463,2.6600,2.9667,2.6496,2.5325,2.6802,2.6105,2.2684,2.1137,3.1916,2.9053,2.5879,2.4370,2.2851,1.9488,2.5927,2.7248,2.7726,2.8821,3.1043,2.8326,2.4669,2.5994,2.6366,2.9646,2.5958,2.6031,2.5521,2.8052,2.2411,3.2326
sub-80_T1w,2.4238,2.2641,2.7124,2.8087,2.3008,2.6220,2.5246,2.3669,2.8213,2.8908,2.9698,2.8995,2.9639,3.1811,3.0647,3.0998,2.9985,3.1646,3.5201,3.4482,3.1805,3.1885,2.0946,2.1170,3.3321,3.1983,3.3691,2.9272,2.9855,2.9972,3.1210,3.0556,3.2502,3.2577,4.4420,4.2862,5.5618,4.5093,2.6564,2.6802,2.2407,2.3152,2.9599,2.8665,2.3781,2.4862,3.8947,3.6269,3.5161,3.3367,2.8522,2.9220,2.8831,3.0036,2.5776,2.6191,2.2176,2.2324,3.0128,2.9873,2.7498,2.7691,2.6213,2.7022,2.8488,3.4767,3.0850,2.7186,3.0608,3.2772,3.9854,3.4701,2.7590,2.8287,2.8462,2.9505,3.1540,3.2347,3.1406,2.7151,3.1096,2.8410,2.6834,2.9839,NaN,NaN,1.9410,2.0132,3.6170,3.2846,2.4205,2.3111,2.0970,2.1132,2.6429,2.5681,4.1038,3.6933,3.5064,3.2127,3.4637,3.4057,3.0235,2.9419,2.0790,2.0390,2.7147,2.5052,2.9092,2.7184,2.9664,2.9297,2.8496,2.4934,2.5931,2.5449,2.1228,2.4757,2.4755,2.4117,2.2319,2.6873,2.3884,2.4123,2.4709,2.6185,2.7843,2.6666,2.5115,2.6880,3.1504,3.1246,2.4037,2.3814,2.3777,2.2536,2.4990,2.5542,2.7396,2.7904,2.8787,2.8438,2.8754,3.0633,2.5871,2.6644,2.7147,2.5188,2.6119,2.7519,2.4378,2.8679
sub-83_T1w,2.2856,2.3580,2.6636,2.7072,2.5778,2.8207,2.5076,2.5804,2.9210,2.6689,2.6992,2.8092,3.1841,3.0168,3.1837,3.2998,2.9793,3.0724,3.2983,3.5094,3.0644,2.7194,2.1346,2.1728,3.1288,3.0765,3.2279,2.7650,2.7815,2.9398,3.0607,3.0386,3.3192,3.4881,3.5883,4.3481,4.6251,4.1023,2.6835,2.6719,2.3077,2.3581,2.8795,3.0000,2.4888,2.3839,3.4630,3.6688,3.3771,3.3613,3.0869,2.8637,2.8365,2.8105,2.6018,2.5923,2.0193,2.2615,2.9514,3.0371,2.8512,2.7230,2.8670,2.6941,3.6848,2.6854,3.0165,2.8334,3.3620,3.4216,3.9085,3.8913,2.7977,3.0696,3.0331,2.8891,3.4905,3.2743,2.8452,3.0396,2.8199,2.5365,2.5970,2.6030,NaN,NaN,1.8648,2.1444,3.4782,3.2930,2.2902,2.2036,2.2299,2.1655,2.6995,2.5378,3.5681,3.2805,3.4851,3.2685,3.1079,2.9744,2.9444,2.7023,2.2362,2.2570,2.6662,2.6488,2.8275,2.6936,2.9290,2.8524,2.6123,2.5495,2.3822,2.4770,2.2388,2.6842,2.1574,2.1798,2.4052,2.8015,2.6039,2.4637,2.4788,2.6779,2.5042,2.9215,2.5537,2.4728,3.1866,3.1308,2.3762,2.4722,1.8355,1.8552,2.4218,2.2353,2.6844,2.9095,2.8426,2.7932,3.0184,2.5642,2.5013,2.5365,2.9176,2.6981,2.6759,2.7853,2.6355,2.5466
sub-84_T1w,2.6717,2.5054,2.8218,2.6176,2.6121,2.5369,2.8052,2.8454,2.9576,3.0801,3.2031,3.1933,3.2654,3.1501,3.5030,3.4658,3.2535,3.3077,3.7214,3.6562,2.9754,3.0012,2.4538,2.5176,3.3886,3.3245,3.0272,3.0684,3.0454,3.1566,3.3557,3.2170,3.6850,3.6812,4.2234,3.6883,4.9218,4.3781,2.8691,2.9643,2.5080,2.3845,2.9419,2.7797,2.5318,2.5887,4.0924,3.8731,3.3744,3.3120,2.9478,2.9358,3.0425,3.1042,2.8043,2.7872,2.4058,2.5421,3.2671,3.3752,3.0102,3.0595,2.9170,2.7350,2.7105,3.2953,3.2175,3.0428,3.5758,3.2409,4.1546,3.9193,3.1086,2.9481,3.1559,3.2312,3.5609,3.3267,3.1868,2.8784,3.0635,3.3635,2.8922,3.0443,NaN,NaN,2.2113,2.1354,3.9588,3.5760,2.4860,2.4407,2.1613,2.1412,2.8351,2.8523,3.7382,3.5745,3.7902,3.4743,3.3293,3.2938,3.0547,2.7329,2.3252,2.5271,2.9241,2.7225,2.8954,2.9212,3.2599,3.0377,2.3930,2.9460,2.5243,2.5774,2.3352,2.4173,2.1653,2.3517,2.4793,2.5416,2.3558,2.4406,2.6131,2.6464,2.7361,2.7799,3.1120,2.3549,2.9517,3.2099,2.7407,2.6211,2.1622,2.4959,2.5124,2.3915,3.2494,2.9832,2.9969,3.0367,2.8528,2.2583,2.8777,2.8215,2.7135,2.7652,2.9183,2.9072,2.7448,2.6385
sub-85_T1w,2.5711,2.4452,2.4607,2.4660,2.4315,2.2713,2.2926,2.2660,2.7384,2.6983,2.9155,2.9225,2.9000,2.9818,2.9866,2.9425,3.0506,2.9425,3.4063,3.2749,3.4139,3.0772,2.0211,2.1312,3.2251,3.1050,3.2318,2.5413,2.7886,2.8559,2.8612,2.8056,3.2685,3.1838,4.4082,4.2588,4.4997,4.4286,2.7064,2.9249,2.1329,2.2006,3.0061,3.1465,2.2572,2.3064,3.2912,3.2672,3.2855,2.8823,2.8816,2.7174,2.9486,2.7294,2.4280,2.4561,1.8544,1.9914,2.6121,2.6934,2.8942,2.7431,2.7172,2.4897,2.1449,2.8427,2.7823,2.4714,3.3662,3.1250,3.6937,3.4569,2.5308,2.6659,2.8741,3.0667,3.3609,3.1315,2.5556,2.8952,2.8733,2.8404,2.6084,2.9809,NaN,NaN,1.9356,1.9989,3.2061,3.1356,2.2599,2.1393,1.9285,1.9530,2.4407,2.4761,3.7460,3.5238,3.7522,3.5787,3.1918,3.0942,2.8100,3.0860,2.0778,2.1849,2.6157,2.5490,2.5797,2.6422,2.8710,2.7243,2.4105,2.4296,2.3543,2.4346,2.1070,2.2596,2.3468,2.1470,2.8004,2.2332,2.4544,2.3167,2.3545,2.2740,2.6662,2.6336,2.2583,2.2563,2.8196,2.8355,2.3968,2.3474,2.1684,2.2577,2.1169,2.3488,2.6445,2.6563,2.5928,2.5703,2.7945,2.8487,2.3310,2.5113,2.7563,2.3740,2.8058,2.8238,2.4540,2.6027
sub-86_T1w,2.4171,2.3763,2.9653,2.5926,2.8475,2.6278,2.6802,2.7325,3.2794,3.1453,3.0788,2.9170,3.0045,3.3067,2.9550,3.2711,3.1138,3.1656,3.1542,3.5668,3.1884,2.8351,2.3469,2.3039,3.3476,3.0924,3.1914,2.9572,2.9853,3.0140,3.1868,2.9356,3.2947,3.3457,4.4229,4.3690,4.9211,4.9380,3.0558,3.0032,2.4374,2.5466,2.9683,3.1832,2.4147,2.6112,4.0587,3.8378,3.6163,3.3352,3.1235,2.8072,3.1463,3.0013,2.7099,2.7210,2.3444,2.6634,3.2078,3.1472,3.0005,2.9709,2.8034,2.6632,4.4611,2.9928,3.7672,3.2921,3.7297,3.3954,4.7960,3.8253,3.1072,2.8891,2.9816,3.0010,3.5711,3.3134,2.8837,2.9338,2.7152,2.8940,2.7292,3.1197,NaN,NaN,2.1697,2.1460,3.9520,2.8100,2.5701,2.4787,2.2276,2.3407,2.6261,2.7522,3.9967,3.7039,3.9949,3.5100,3.3339,3.4573,3.3986,3.1177,2.4290,2.6296,2.7408,2.5762,2.7425,2.6552,3.0364,2.9747,3.1774,2.7622,2.7161,2.4128,2.4186,2.6205,2.4109,2.5187,2.6844,2.6994,2.3736,2.7798,2.8402,2.8736,3.1627,2.6776,2.7096,2.3928,3.3254,3.0535,2.6395,2.6431,2.0264,2.0335,2.6854,2.6327,3.0321,2.8700,2.9122,2.8509,3.0197,2.3204,2.9558,2.9233,2.5629,2.6184,2.7799,2.7765,2.8370,2.7568
sub-87_T1w,2.4620,2.3363,2.8010,2.7004,2.5214,2.5809,2.5376,2.4705,3.1370,2.9343,2.8677,2.8412,3.0990,3.1824,3.4494,3.3470,3.1017,2.9682,3.3184,3.3691,2.7880,2.8407,2.1944,2.3131,3.2299,3.2942,3.1699,3.3540,2.9233,3.0364,2.9841,2.9988,3.3194,3.2829,4.7738,4.4277,4.8719,4.6198,2.7240,2.6669,2.3856,2.3831,3.1833,3.0417,2.4741,2.3908,3.3467,3.3242,3.6555,3.3966,2.9013,2.9206,2.9186,2.9964,2.6416,2.6452,2.3137,2.3887,3.0726,3.1836,2.8384,2.7938,2.8723,2.6129,3.2444,3.0338,2.9595,3.2705,3.2810,3.2968,4.1625,4.0520,2.8874,2.8982,3.0072,3.0045,3.2875,3.1765,2.5367,2.7019,2.8091,2.8178,2.8044,2.8202,NaN,NaN,1.8463,1.9900,3.3701,2.7043,2.2156,2.3143,2.1443,2.2386,2.6607,2.6384,3.9505,3.7966,3.5877,3.2277,3.5486,3.3664,2.9133,3.0323,2.4366,2.1870,2.6508,2.6400,2.8272,2.6595,2.9344,2.8548,2.5498,2.5784,2.4688,2.3912,2.2350,2.0276,2.4625,2.4119,2.6833,2.3076,2.4624,2.5431,2.4280,2.6090,2.9055,3.0986,2.4924,2.3784,3.3748,3.1417,2.6741,2.6741,1.7781,1.9030,2.4803,2.4012,2.6347,2.9568,2.8328,2.9259,2.8649,2.6822,2.7296,2.8364,2.5926,2.3617,2.7790,2.8210,2.5020,2.7065
sub-89_T1w,2.6379,2.5431,2.5930,2.4280,2.5939,2.7850,2.7287,2.7347,3.2008,2.9911,2.7943,2.6029,3.0294,3.0089,3.2608,3.0970,3.0687,3.2274,3.6927,3.7050,2.8908,2.6192,2.4506,2.2355,3.1970,3.0801,3.0592,3.1761,2.9626,2.9569,3.0407,2.8032,3.3043,3.2614,4.4942,4.8613,5.0368,5.6595,2.5875,2.7769,2.5320,2.3675,3.2637,3.0417,2.3214,2.5890,3.8240,3.6344,3.4938,3.1484,2.8345,2.7790,3.0502,2.9120,2.7482,2.6480,2.4890,2.5120,3.1661,3.0938,2.9328,2.8514,2.7005,2.5156,3.7326,3.0573,3.3586,3.0849,3.6063,3.4044,3.9779,4.0567,3.0441,2.6992,2.9613,2.8551,3.4534,3.2796,2.6349,2.6041,3.0723,3.3261,2.8667,3.0558,NaN,NaN,2.0947,2.3654,4.1247,3.5361,2.2873,2.3199,2.3459,2.2710,2.9826,2.7541,3.7713,3.9347,3.6595,3.6653,3.5145,3.4977,3.0800,2.9158,2.6423,2.1603,2.7684,2.4821,2.5679,2.5472,2.9611,2.7934,3.0777,2.7759,2.5714,2.5442,2.4054,2.3715,2.3933,2.3793,2.2363,2.5063,2.9585,2.6962,2.8586,2.5273,2.6964,2.6001,2.4395,2.9157,3.1966,3.2207,2.6198,2.4058,2.3165,1.9309,2.5820,2.5725,2.8098,2.8540,2.9635,2.9097,2.9694,2.5901,2.6929,2.8029,2.6867,2.7455,2.6307,2.6621,2.7250,2.6980
sub-90_T1w,2.5832,2.6377,2.4851,2.6101,2.3359,2.7074,2.5310,2.4706,3.0479,2.8695,2.8430,2.7927,3.1416,2.9171,3.2601,3.3145,3.1143,3.0748,3.7874,3.5599,3.1526,3.2679,2.3220,2.4033,3.3614,3.1010,2.6898,2.5180,2.9253,2.9315,3.1802,2.8537,3.3313,3.3967,4.1033,4.0320,4.5633,4.1888,2.7486,2.9488,2.2980,2.7106,3.2553,3.4014,2.4906,2.7947,3.7323,3.9225,3.5279,3.3721,2.9788,2.8539,2.9939,2.9183,2.6251,2.6199,2.1968,2.2500,2.9276,2.9203,2.8291,2.8364,2.4983,2.6555,2.5567,2.2820,3.2021,2.9639,3.1576,3.3300,4.0322,4.0500,3.0046,2.6728,2.7791,2.9573,2.9626,3.3038,2.9784,3.0387,2.9561,2.8362,2.8569,2.8405,NaN,NaN,1.9596,2.2808,3.5617,3.3673,2.2877,2.4631,2.3247,2.2298,2.5136,2.6601,3.5880,3.3756,3.8725,3.6162,3.0532,3.1442,3.2309,2.8899,2.3174,2.2094,2.7871,2.5060,2.6030,2.6080,2.8032,3.0473,2.8101,2.6779,2.6836,2.4525,2.0012,2.0850,2.4653,2.4012,2.4010,2.6661,2.6500,2.9987,2.5362,2.5180,2.3631,2.3982,2.2361,2.5906,3.2492,3.2879,2.5304,2.6459,1.8315,1.9556,2.6354,2.6083,2.6936,2.7882,2.8652,2.9355,2.8068,2.7473,2.5856,2.5953,2.3710,2.4730,2.5626,2.5861,2.7476,3.2149
sub-91_T1w,2.6078,2.5530,2.5591,2.4397,2.5801,2.5617,2.4178,2.6953,3.1218,2.9721,2.6860,2.8972,3.0003,2.9672,2.9401,3.1860,3.1555,3.2640,3.4831,3.3819,3.0806,3.3172,2.3195,2.4159,3.4153,3.1827,3.0134,2.8432,2.9057,3.0774,2.8731,2.8474,3.4096,3.2965,4.2329,4.8016,5.0792,4.4535,2.7270,2.8880,2.4317,2.5027,3.0985,3.2136,2.4318,2.6348,3.7003,3.8336,2.9737,3.1608,3.0503,2.9470,3.0151,3.1377,2.6870,2.6083,2.2638,2.5811,3.0864,3.1728,2.9329,2.9264,2.7284,2.9075,3.5235,2.8414,3.0377,3.1225,3.4635,3.5142,4.3101,4.4090,2.8228,3.0850,2.9869,3.0722,3.5257,3.3231,2.6130,2.7618,3.2592,2.7416,2.6292,2.9697,NaN,NaN,2.0444,2.1122,3.7037,3.3405,2.4180,2.6125,2.0804,2.3142,2.7412,2.5753,3.8466,3.0864,3.6854,3.5079,3.1718,3.1878,2.9335,2.8223,2.2489,2.1961,2.2487,2.5760,2.4710,2.5504,2.8525,2.8849,2.9904,2.6664,2.4915,2.5093,2.1275,2.3568,2.3639,2.3436,2.4402,2.5281,2.6161,2.5446,2.6269,2.7180,2.7221,2.5793,2.2193,2.2812,3.1042,3.0740,2.4645,2.4354,1.8422,1.9074,2.3133,2.5067,2.7141,2.9319,2.7413,2.8375,2.8449,2.2842,2.4035,2.5915,2.6059,2.6300,2.7093,2.8352,2.5132,3.0934
sub-92_T1w,2.3235,2.4161,2.9761,2.8047,2.5384,2.3746,2.7145,2.7359,3.0825,2.9623,2.8187,2.7500,3.2815,3.2375,3.2919,3.1891,2.9829,3.1426,3.5149,3.6621,2.8472,3.0814,2.2474,2.4928,3.2038,3.2367,3.0590,3.1776,2.9948,3.0760,3.0837,3.0875,3.3707,3.2571,4.7665,4.2518,5.3806,4.5678,2.5520,2.7956,2.3955,2.4369,2.9267,2.8618,2.4545,2.4427,2.7912,3.3172,3.4875,3.2577,3.0283,2.9077,3.1010,3.0541,2.6058,2.6480,2.6666,2.5678,3.2219,3.1353,2.9320,2.8665,2.9788,2.8781,3.2776,3.7728,3.1949,3.3114,3.3568,3.2517,4.2050,3.6825,2.9516,2.9714,2.8493,2.8296,3.2306,3.2072,2.8240,2.8257,3.1112,3.2399,2.7821,3.1247,NaN,NaN,2.0826,2.1181,3.5424,3.3360,2.4499,2.6311,2.3542,2.4120,2.8079,2.8827,4.0772,3.8271,3.7211,3.6715,3.3311,3.4966,3.0436,3.0404,2.4160,2.3396,2.7336,2.7083,2.7851,2.6583,3.0214,3.0298,2.6876,2.6650,2.4560,2.5880,2.2441,2.2475,2.3878,2.5436,2.4313,2.6221,2.4472,3.3657,2.5764,2.5300,2.8530,2.8931,2.8380,2.7220,2.9496,3.1683,2.6447,2.7218,1.8567,2.0258,2.5848,2.6089,2.8693,2.7273,3.0180,2.9151,2.7043,2.5097,2.8144,2.7290,2.7734,2.4277,2.7621,2.8812,2.9169,2.9936
